"SEX","GEO","UNIT","TIME","AGE","ICD10","Value","Flag and Footnotes"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other infectious and parasitic diseases (remainder of A00-B99)","2.35",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Neoplasms","78.56",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasms (C00-C97)","77.48",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of lip, oral cavity, pharynx","3.79",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of oesophagus","2.6",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of stomach","3.21",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal","6.86",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of liver and intrahepatic bile ducts","2.5",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of pancreas","4.67",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of larynx","0.82",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of trachea, bronchus and lung","19.09",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant melanoma of skin","1.33",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of breast","7.86",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of cervix uteri","1.13",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of other parts of uterus","0.66",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of ovary","2.26",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of prostate","1.47",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of kidney, except renal pelvis","1.62",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of bladder","1.03",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of brain and central nervous system","3.54",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Malignant neoplasm of thyroid gland","0.25",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Hodgkin disease and lymphomas","1.76",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other malignant neoplasm of lymphoid, haematopoietic and related tissue","1",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Leukaemia","2.13",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other malignant neoplasms (remainder of C00-C97)","7.9",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Non-malignant neoplasms (benign and uncertain)","1.07",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","0.58",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Endocrine, nutritional and metabolic diseases (E00-E90)","5.63",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diabetes mellitus","3.31",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other endocrine, nutritional and metabolic diseases (remainder of E00-E90)","2.31",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Mental and behavioural disorders (F00-F99)","6.22",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Dementia","0.21",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Mental and behavioural disorders due to use of alcohol","4.65",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Drug dependence, toxicomania (F11-F16, F18-F19)","1.01",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other mental and behavioural disorders (remainder of F00-F99)","0.34",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the nervous system and the sense organs (G00-H95)","5.67",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Parkinson disease","0.18",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Alzheimer disease","0.16",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other diseases of the nervous system and the sense organs (remainder of G00-H95)","5.32",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the circulatory system (I00-I99)","41.3",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Ischaemic heart diseases","18.86",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Acute myocardial infarction including subsequent myocardial infarction","13.02",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other ischaemic heart diseases","5.84",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other heart diseases","8.91",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Cerebrovascular diseases","6.21",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other diseases of the circulatory system (remainder of I00-I99)","7.33",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the respiratory system (J00-J99)","8.84",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Influenza (including swine flu)","0.23",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Pneumonia","1.99",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Chronic lower respiratory diseases","5.08",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Asthma and status asthmaticus","0.43",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other lower respiratory diseases","4.64",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other diseases of the respiratory system (remainder of J00-J99)","1.54",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the digestive system (K00-K93)","15.25",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Ulcer of stomach, duodenum and jejunum","0.46",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Chronic liver disease","10.47",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other diseases of the digestive system (remainder of K00-K93)","4.31",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the skin and subcutaneous tissue (L00-L99)","0.16",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the musculoskeletal system and connective tissue (M00-M99)","0.65",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Rheumatoid arthritis and arthrosis (M05-M06,M15-M19)","0.09",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)","0.56",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of the genitourinary system (N00-N99)","1.38",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Diseases of kidney and ureter","1.12",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other diseases of the genitourinary system (remainder of N00-N99)","0.26",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Pregnancy, childbirth and the puerperium (O00-O99)","0.05",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Certain conditions originating in the perinatal period (P00-P96)","2.29",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)","2.43",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","11.1",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Sudden infant death syndrome","0.27",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Ill-defined and unknown causes of mortality","10.41",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other symptoms, signs and abnormal clinical and laboratory findings (remainder of R00-R99)","0.42",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","External causes of morbidity and mortality (V01-Y89)","21.35",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Accidents (V01-X59, Y85, Y86)","9.6",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Transport accidents (V01-V99, Y85)","4.89",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other accidents (W20-W64, W75-X39, X50-X59, Y86)","1.8",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Falls","1.74",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Accidental drowning and submersion","0.38",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Intentional self-harm","9.52",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Accidental poisoning by and exposure to noxious substances","0.79",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Assault","0.5",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Event of undetermined intent","1.26",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2011","Less than 65 years","Other external causes of morbidity and mortality (remainder of V01-Y89)","0.48",""
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","All causes of death (A00-Y89) excluding S00-T98","1,003.25","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Certain infectious and parasitic diseases (A00-B99)","21.1","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Tuberculosis","0.41","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Viral hepatitis and sequelae of viral hepatitis","1.17","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Human immunodeficiency virus [HIV] disease","0.47","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Other infectious and parasitic diseases (remainder of A00-B99)","19.04","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Neoplasms","260.93","i"
"Total","Germany (until 1990 former territory of the FRG)","Rate","2012","Total","Malignant neoplasms (C00-C97)","253.28","i"
